Model,Price
VERANOTURBO,16988.0
NVHIGH,16985.6
F-550REG,16977.0
LANCERSEL,16967.625
S2000MANUAL,16964.244897959183
SONATAECO,16950.666666666668
CITY,16915.048387096773
COMPASS75TH,16912.689655172413
S803.2L,16909.4
FLEXSE,16908.914634146342
ECONOLINE,16905.31168831169
"GTI4-DOOR,",16903.833333333332
DAKOTABIGHORN/LONESTAR,16891.0
SPORTAGEFWD,16885.64344262295
OPTIMABASE,16882.384615384617
CAMARO2DR,16866.64007657945
IMPREZASDN,16866.105263157893
THUNDERBIRDPREMIUM,16858.8
AZERASEDAN,16851.4923857868
F-150REGULAR,16851.147435897437
EXPLORERPOLICE,16823.666666666668
CL-CLASSCL55,16821.41176470588
COROLLA,16816.20792079208
TIGUANSE,16813.658187599365
NVSTANDARD,16807.714285714286
GLK-CLASS4MATIC,16806.501694915256
GTIBASE,16791.0
PASSAT1.8T,16783.182444061964
FORTE5LX,16777.0
C-CLASS2DR,16777.0
BOXSTER2DR,16768.212938005392
PATRIOTHIGH,16737.53709198813
HIGHLANDER4WD,16733.083916083917
JUKENISMO,16731.950704225354
JOURNEYSXT,16729.905542168675
XC604DR,16712.0
ILXHYBRID,16692.727272727272
A52DR,16685.180428134558
E-GOLFSE,16664.8
CX-5SPORT,16660.739393939395
E-CLASSE55,16659.31818181818
CHARGERPOLICE,16657.742857142857
SPRINTER3500,16638.11111111111
IMPALA1LT,16633.483870967742
REGALTURBO,16624.909626719058
ROUTANSE,16622.5
ROUTANSEL,16621.5
XC90LEATHER,16595.0
MURANOS,16572.48245614035
PRIUSTHREE,16545.44171779141
200C,16530.350936967632
GTIWOLFSBURG,16525.387096774193
CX-5AWD,16523.333333333332
ESCAPESE,16504.73665480427
OUTLANDERSE,16504.36231884058
TACOMA4D,16500.0
ACCORDEX-L,16497.67062818336
FIESTAST,16495.125
MAZDA3MAZDASPEED3,16494.98148148148
STS-VSTS-V,16494.75
300300,16455.469437652813
E-GOLFLIMITED,16448.666666666668
JOURNEYAWD,16441.243537414965
C70,16434.25
EQUINOXFWD,16430.86307725507
SLK-CLASS2DR,16421.185483870966
SONATA,16413.872750642673
SPORTAGE2WD,16405.95308641975
FITEX-L,16404.6
WRANGLER2WD,16402.176470588234
PATRIOT75TH,16396.916666666668
IMPREZA4DR,16389.823529411766
ELANTRAECO,16335.076923076924
SRXFWD,16334.053333333333
500CLOUNGE,16328.857142857143
E-CLASS4DR,16314.779279279279
ESCAPEFWD,16314.536597072234
IMPREZA,16308.66587957497
JETTA1.4T,16286.427586206897
XJ,16245.0
SRXAWD,16241.790513833992
ILX6-SPEED,16240.052631578947
MURANOSV,16232.2
FLEXTITANIUM,16228.0
EDGESE,16222.48903508772
TAHOEPOLICE,16220.5
PRIUSPERSONA,16215.983050847457
JUKESL,16214.151093439365
CAMRYSE,16213.914249201278
M374DR,16208.287234042553
M-CLASSRWD,16203.451612903225
TOWN,16202.885991902835
300MOTOWN,16197.923076923076
IMPREZA2.0I,16153.173076923076
TACOMAX-RUNNER,16151.166666666666
VOLTPLUG-IN,16149.763012181616
SONATALIMITED,16147.884073672805
PRIUSFIVE,16139.411764705883
PRIUSTWO,16115.126224783862
GLK-CLASSRWD,16100.295597484277
GOLFTSI,16077.5
MARK,16054.829268292682
NAVIGATOR4DR,16053.612612612613
CCLUX,16038.90909090909
TRAXFWD,16030.561983471074
MX5,16021.131256952169
500CABARTH,16015.875
JOURNEY,16000.0
FRONTIERSE,15999.5
500X2WD,15995.0
C-CLASSC43,15995.0
IMPREZAWGN,15990.5
XB686,15987.0
VERANOLEATHER,15983.11186440678
REGAL,15979.166666666666
SPORTAGELX,15966.10641799232
CROSSTOUREX,15956.684931506848
THUNDERBIRDPACIFIC,15950.0
ACCORD,15947.538548035702
COMPASSLIMITED,15946.907936507936
VERANOPREMIUM,15929.387755102041
QX56AWD,15915.5
REGAL1FL,15903.0
SUBURBANFLEET,15900.0
BEETLE,15883.60426267281
4RUNNERSPORT,15876.09090909091
FX35AWD,15862.043918918918
X5AWD,15857.583333333334
CHARGER,15854.5
OUTBACK2.5XT,15850.0
OPTIMA,15823.446700507615
R-CLASS4MATIC,15814.511363636364
PRIUS,15774.785626283368
REGALFLEET,15771.333333333334
OPTIMAEX,15731.825390304026
200S,15722.731489741302
C-MAXSEL,15720.975342465754
IMPALALT,15710.097155126141
WRANGLERX,15706.79411764706
FX35RWD,15679.963414634147
PATRIOTLATITUDE,15655.317526731753
MALIBU3LT,15652.5
1,15618.729977116705
COMPASSLATITUDE,15604.257291666667
200CONVERTIBLE,15553.806451612903
CTS-VCTS-V,15553.380952380952
REGALSEDAN,15549.5
S60AWD,15546.421052631578
SL-CLASSSL500,15535.808176100629
TIGUANS,15530.126618705035
SC,15519.364130434782
OPTIMAOPTIMA,15495.0
GOLFTDI,15495.0
SUBURBAN4X4,15495.0
CAMAROLS,15491.5
ILX4DR,15490.0
MUSTANGBASE,15484.710679611651
G84DR,15483.842465753425
RIDGELINE4WD,15473.661971830987
ALTIMA2.5,15444.907565534126
CAMARO1LT,15439.0
THUNDERBIRD2DR,15437.55421686747
EQUATOR4WD,15432.333333333334
C-MAX,15423.215204678363
H34WD,15407.0
GTO2DR,15405.385093167703
CIVICEX-L,15394.868613138686
EXCURSIONEDDIE,15394.0
C-MAXSE,15385.829457364342
ELANTRASEL,15378.833333333334
FITEX,15362.122666666666
IM5DR,15361.64
TUCSONFWD,15359.761875
TAURUSSEL,15345.68734491315
SONATA1.6T,15322.868852459016
PASSATV6,15316.432098765432
SIENNABASE,15303.63829787234
XC90FWD,15300.472222222223
500LURBANA,15296.333333333334
ENCLAVEBASE,15285.095238095239
FORTES,15274.963503649635
300BASE,15264.713080168776
VERANO1SD,15260.861788617885
JUKESV,15209.179562043795
NV200S,15183.015267175573
NV200SV,15172.832
VERANO1SV,15152.285714285714
COOPER,15139.569107142857
CAMARO1LS,15123.5
THUNDERBIRDDELUXE,15110.461538461539
ROGUE,15107.60826446281
IMMANUAL,15104.243243243243
COROLLAXLE,15098.025
500XFWD,15093.38028169014
PATRIOTLIMITED,15090.347058823529
MAZDA6SPORT,15086.19020979021
MKT4DR,15007.053763440861
HIGHLANDERHIGHLANDER,14999.0
F-3504WD,14993.5
FRONTIERS,14985.0
F-250HIGHLINE,14962.666666666666
ODYSSEYLEATHER,14961.0
ELANTRAVALUE,14900.528571428571
TITAN2WD,14877.50552486188
STS-V4DR,14859.166666666666
JOURNEYSE,14853.607221006565
FUSIONSE,14819.582344517185
VELOSTERVALUE,14815.0
JOURNEYFWD,14806.948844072798
XTERRA4WD,14805.884718498659
CAMRYLE,14805.854825462013
OUTLANDER4WD,14804.583333333334
JOURNEYCREW,14799.360655737704
CCSPORT,14793.777027027027
CR-ZLX,14792.0
IMAUTOMATIC,14786.72131147541
CIVICSE,14770.736111111111
GL-CLASS4WD,14769.119815668202
AVALONBASE,14740.491228070176
TIGUAN2WD,14731.813636363637
CAMRY2014.5,14731.153846153846
EXCURSIONXLS,14728.0
CRUZESEDAN,14726.457187569864
COMPASSSPORT,14724.226993865032
MALIBU,14717.586772187677
CAMRYL,14711.242253521126
EUROVAN3DR,14709.25
MAZDA5GRAND,14680.5625
JUKES,14659.373278236915
SONATA2.4L,14625.473606223375
SLK-CLASSSLK32,14625.0
PASSATCERTIFIED,14616.0
MALIBU1LTZ,14613.782700421942
OPTIMALX,14602.13078209177
VELOSTERMANUAL,14564.338085539715
TUNDRA2WD,14556.057777777778
YARIS,14549.350230414746
ELANTRASPORT,14542.534562211982
MUSTANG2DR,14527.182163989857
EX35AWD,14505.862857142858
FX454DR,14494.0
TSXV6,14492.5
RIO,14492.0
VERANOCONVENIENCE,14472.945770065076
FORESTER2.5XT,14444.62962962963
LANCERTC-SST,14430.8
OUTLANDER,14424.583495776478
ACCORDLX,14407.290425531915
VELOSTERDUAL,14397.04
SOUL+,14368.830536225953
TCAUTOMATIC,14365.543624161073
ACCORDLX-S,14344.722222222223
GTI2-DOOR,14340.21052631579
TACOMAREGULAR,14337.542857142857
CANYON4WD,14319.728
500EHATCHBACK,14301.0
500CGQ,14280.0
ESCAPESEL,14269.372488408037
CRUZELTZ,14266.294779938587
TUCSONGLS,14263.472602739726
COROLLAS,14253.877513288653
PATRIOTSPORT,14248.766688697951
EX35RWD,14237.724489795919
DARTTURBO,14201.0
ESCAPESPORT,14194.0
FITLX,14189.651438240271
CHARGER4D,14162.0
ESCAPES,14140.814504881451
CL-CLASSCL600,14138.777777777777
ACCORDEX,14121.030456852792
VERANO,14117.5
DARTGT,14114.940379403793
SENTRASL,14108.623842592593
CRUZEDIESEL,14101.462962962964
GLIAUTOBAHN,14072.57142857143
WRANGLER2DR,14069.560693641619
GOLF2-DOOR,14063.672413793103
PASSATSE,14043.9
AVALANCHE2500,14033.0
MARAUDER4DR,14032.4
VELOSTERAUTOMATIC,14022.328048780488
LANCERGT,14008.048387096775
COROLLAECO,14005.379194630872
IMPALA1LS,13999.0
XC603.0T,13995.0
LACROSSECXL,13995.0
F-550CREW,13995.0
HIGHLANDERBASE,13994.761786600497
FORESTERFORESTER,13994.0
EQUINOX4D,13990.0
IMPALAONSTAR/,13990.0
MALIBU1LT,13974.692616104243
FORESTER2.5X,13974.342577487765
TCMANUAL,13967.565400843881
MAZDA3I,13965.439626783755
COMPASSALTITUDE,13930.388888888889
SONATASE,13924.717311233886
PASSAT4DR,13917.190209500104
ENCOREENCORE,13910.875
Q45LUXURY,13877.0
LANCERSE,13875.345454545455
FIREBIRD2000,13875.0
PATRIOTNORTH,13875.0
LIBERTYLATITUDE,13862.470588235294
VELOSTERTURBO,13798.176470588236
S-CLASSS55,13796.473684210527
FRONTIER2WD,13794.031434184675
ENCLAVEAWD,13765.765957446809
CIVIC,13764.596421994213
JOURNEYAMERICAN,13747.469026548673
YUKONSLE,13745.0
MALIBULS,13723.998150887574
A64DR,13718.14404432133
LEAFSL,13693.132183908046
FX35BASE,13672.985074626866
CRUZEL,13671.4
CRUZE,13669.810161480898
LANCERLE,13663.333333333334
COROLLAL,13658.575391498882
QX564DR,13620.0
VENZA4DR,13618.5825
IMPALALS,13615.139622641509
COROLLALE,13610.768159333507
THUNDERBIRD50TH,13588.666666666666
R322DR,13588.357142857143
MAZDA6S,13576.09090909091
GLIBASE,13568.434782608696
ODYSSEY5DR,13562.793906810035
TOUAREG4DR,13544.018867924528
DART,13525.0
PATRIOTALTITUDE,13511.150537634408
CANYONSLE,13489.0
Z4COUPE,13488.0
VELOSTERGLS,13481.0
MALIBUSEDAN,13480.25
200LIMITED,13461.588878548162
VERANOBASE,13461.5
S42007.5,13457.0
S45DR,13454.333333333334
EXPLORERAWD,13393.818181818182
GENESIS4DR,13390.253258845438
S42007,13371.894736842105
TIGUAN4WD,13368.746606334842
ENCLAVEFWD,13356.80408858603
XBAUTOMATIC,13347.966666666667
MUSTANGMACH,13346.555555555555
CRUZELT,13342.052564102563
FOCUSTITANIUM,13341.095948827293
CLK-CLASS2DR,13334.855555555556
FORESTER,13328.333333333334
COLORADO4WD,13320.54827586207
SENTRASR,13318.72996845426
MAZDA5TOURING,13315.04
MALIBU2LT,13309.279589934762
PASSATRECENT,13300.0
CR-ZEX,13298.92857142857
VENZABASE,13293.614130434782
ELANTRALIMITED,13288.527480371164
CHARGER4DR,13282.069379586392
IMPALA1LTZ,13280.722488038278
G25,13269.958333333334
SIENNA5DR,13268.841856060606
VELOSTERRE:FLEX,13236.609375
GTI4DR,13235.29203539823
FOCUSHATCHBACK,13203.670477865728
HIGHLANDERSPORT,13196.217391304348
IMPALA4,13194.0
MALIBULTZ,13140.0
SOULAUTOMATIC,13110.774844720498
500LLOUNGE,13104.818181818182
F-350,13071.5
RL4DR,13068.802816901409
MKS4DR,13063.36507936508
IA4DR,13055.15
PASSAT2.5L,13041.47032967033
FUSIONS,13030.732142857143
PRIUSONE,13009.977443609023
ELANTRASE,13000.682796943736
SOULSOUL,13000.0
XF2009,12999.0
TT2DR,12995.404255319148
CL-CLASSCL,12995.0
PASSAT1,12994.0
XBMANUAL,12989.295454545454
CR-V,12977.0
CC4DR,12976.369290573371
IAMANUAL,12972.51282051282
VOLTBASE,12971.826530612245
500LTREKKING,12966.23880597015
VERANOVERANO,12952.29
5001957,12951.222222222223
REGALBARGAIN,12950.0
500ABARTH,12947.520930232558
HSHS,12944.59677419355
BLACKWOOD2WD,12936.5
SEQUOIA2WD,12932.619047619048
CIVICNATURAL,12927.5
RENEGADE4WD,12900.0
FORTEAUTOMATIC,12888.624074074074
TUCSONGL,12847.916666666666
RAV44WD,12838.439703153988
AVENGERR/T,12836.064516129032
CAYENNE4DR,12830.264
TAURUSSE,12828.5786163522
CAMRY,12807.450427350428
FORTELX,12804.228114478114
OUTBACK4DR,12799.794486215538
ACCENTVALUE,12781.363636363636
FORTWOPRIME,12778.044444444444
C-CLASS4DR,12777.385996409335
M-CLASS4WD,12777.110599078342
CR-ZAUTOMATIC,12765.166666666666
MAZDA6I,12762.0
SENTRAS,12755.958269875115
MALIBUMALIBU,12750.0
CLS-CLASSCLS500,12746.133333333333
EDGE4DR,12730.852708058124
FORESTERXT,12728.6
S60SEDAN,12672.0
H34DR,12670.605714285713
S60FWD,12664.82962962963
IAAUTOMATIC,12663.555555555555
PASSAT2.5,12659.666666666666
ALTIMACOUPE,12628.120253164558
CIVICEX,12621.266214177978
RANGER4WD,12619.952205882353
SORENTOAWD,12610.502747252747
LEAFSV,12604.241379310344
FLEX4DR,12604.112044817926
DARTLIMITED,12601.380555555555
IMPALALIMITED,12599.64
REGALBASE,12593.857142857143
500EASY,12577.411764705883
HS,12568.025
LANCER4DR,12562.776073619632
FIESTATITANIUM,12559.931506849314
CIVICLX,12549.149103491663
SENTRASV,12512.02718960539
ROUTANS,12490.0
IMPALA2014,12480.0
PASSATS,12466.5
ELANTRA,12466.299182561308
PASSATWOLFSBURG,12455.5
DARTSXT,12443.466212027279
JETTA,12415.673921530353
FIREBIRD2DR,12404.352272727272
TSXAUTOMATIC,12396.77358490566
500RIBELLE,12396.666666666666
MAZDA5SPORT,12346.672222222222
TAHOE2DR,12345.0
A44DR,12300.269333333334
CRUZE2LT,12291.308666017527
X3AWD,12284.171428571428
EXCURSIONXLT,12259.833333333334
RIDGELINERTX,12254.181818181818
CAPTIVA,12227.777292576418
FORTESX,12210.201183431953
XC704DR,12193.649253731342
MKZ4DR,12185.414516129033
GLI4DR,12160.454545454546
ASPENAWD,12152.351351351352
500CPOP,12145.71875
MDX4WD,12119.719806763285
GOLF2.5L,12112.192857142858
FORTE,12101.0
SLK-CLASSSLK280,12093.148148148148
RAV4SPORT,12080.520661157025
IMPALASEDAN,12073.833333333334
ASPENLIMITED,12072.5
F-250,12066.0
FORTEMANUAL,12062.14953271028
SOULBASE,12059.323770491803
TL4DR,12041.963531669866
LIBERTY4WD,12025.557734204793
EXPLORER,12021.060606060606
DAKOTA4WD,12005.552521008403
DART4D,12000.0
VERANOFWD,11999.0
SIENNA7-PASS,11999.0
FX352,11997.0
TERRAINSLT-1,11995.0
IMPALAFIRST,11995.0
RDX*1-OWNER*LTHR*ROOF*BACK-UP*TECH,11995.0
HIGHLANDERW/3RD,11990.0
CRUZE1LT/FLEET,11988.0
SENTRAFE+,11987.793233082706
CRUZE1LT,11982.238797814207
MDXACURA,11975.0
MIRAGEGT,11959.8
MALIBU4D,11959.2
S-TYPE4.2R,11950.0
LIBERTYLIMITED,11939.375661375661
REGALREGAL,11929.833333333334
ALTIMASEDAN,11910.405917159764
EQUINOXLT,11900.0
IMPALA1WF19,11894.0
TAHOEHEATED,11890.0
VERACRUZAWD,11882.864285714286
MALIBUECO,11868.308080808081
200LX,11854.216284987277
VERSASL,11847.737142857142
M454DR,11835.42857142857
VERACRUZFWD,11834.098360655738
CR-ZCVT,11825.6
CUBESL,11824.923076923076
R-CLASSR350,11812.666666666666
SONATAGLS,11791.213054830287
VELOSTERRE:MIX,11775.799472295514
MIRAGESE,11753.307692307691
TIGUAN/,11750.0
3004DR,11652.524101665205
OUTLANDER2WD,11641.561497326204
TSX4DR,11618.50495049505
XTERRA2WD,11616.75879396985
SOULMANUAL,11590.973166368516
LANCERES,11585.064257028112
FOCUS,11565.695652173914
M354DR,11556.784403669724
DARTSE,11551.762088974854
ACCENTSPORT,11531.0
ACCORDSE,11529.648648648648
CLK-CLASSCLK55,11527.64705882353
IMPALA4D,11501.777777777777
JUKE5DR,11491.358843537415
SKY2DR,11467.058823529413
RANGERSUPERCAB,11457.579505300353
CR-ZBASE,11453.625
CANYONREGULAR,11445.0
EQUATOR2WD,11441.2
C702DR,11437.389312977099
AVALANCHE1500,11432.270408163266
VOLT5DR,11407.802469135802
A34DR,11383.945578231293
FORTWOCABRIOLET,11381.5
ASPEN4WD,11359.133333333333
FX354DR,11353.490196078432
LEAFS,11345.73220338983
S42DR,11343.5
FOCUSSEDAN,11335.664980455276
VERANO4DR,11320.23163841808
LIBERTYRWD,11319.555555555555
TRIBECA4DR,11315.507462686568
FORTEEX,11312.558568329718
CR-V4WD,11305.862975778547
SORENTO2WD,11305.019575856444
VERSA,11292.502878526195
PHAETON4DR,11291.333333333334
FOCUSSE,11268.08801591248
CIVICHF,11258.1875
CTS3.6L,11250.0
CRUZEECO,11241.194968553458
TOUAREG,11239.533333333333
XK82DR,11231.34375
YARISLE,11223.09420289855
MOUNTAINEERRWD,11213.2
AVALON4DR,11201.068181818182
COMMANDERLIMITED,11189.66037735849
YARIS5-DOOR,11185.595061728394
SOLSTICE2DR,11175.808080808081
XDAUTOMATIC,11174.491017964072
SPORTAGEBASE,11165.42857142857
VERSASV,11153.313942751616
4RUNNER4DR,11134.42780748663
500LEASY,11101.877777777778
VERSAS,11089.512455516015
CRUZELS,11075.776817854572
350Z2DR,11075.090146750525
BAJATURBO,11064.666666666666
XDMANUAL,11052.962962962964
TITANSE,11046.0
ACCENTSE,11045.07380952381
TRIBECASPECIAL,11045.0
ELANTRA4DR,11039.564169951818
CANYON2WD,11035.708333333334
FIESTAHATCHBACK,11031.409190371991
F-3504X4,11030.285714285714
SONICHATCH,11017.951585976627
CR-V2WD,11016.591531755916
COLORADOREGULAR,11011.551181102363
200SEDAN,11000.3496868476
200,11000.0
FORESTER4DR,10998.082442748091
TRIBECA5-PASSENGER,10997.0
REGALCXL,10995.0
ELANTRA2016,10995.0
NITRO,10991.0
BEETLE2DR,10984.385650224216
ESCAPELIMITED,10970.335504885994
R-CLASS4WD,10962.28947368421
MATRIXL,10954.818181818182
S42005.5,10949.5
NITROSLT/RT,10927.5
RAV4BASE,10878.684326710816
TAHOESPECIAL,10872.0
ASPENRWD,10862.076923076924
RDX4WD,10860.125
ELEMENTEX,10858.228070175439
ELANTRA4DSD,10858.0
2002DR,10838.906666666666
COMMANDER4WD,10825.782608695652
M45SPORT,10822.333333333334
R-CLASS4DR,10816.418604651162
AVENGERSXT,10809.52
CIVIC4DR,10795.933333333332
ELEMENTLX,10794.92
GTI2DR,10794.112759643916
YARISSE,10788.074074074075
FITBASE,10783.924242424242
CCLUXURY,10777.0
PILOTVP,10771.2
ELEMENTSC,10769.666666666666
BAJA4DR,10768.318181818182
500LPOP,10753.787878787878
CRUZE4D,10753.0
EQUINOX,10745.5
MIRAGE,10742.6091954023
RANGERXL,10740.875
RIOEX,10727.365853658537
MAXIMA4DR,10725.43132887899
ELEMENT4WD,10722.751879699248
RIOLX,10716.574576271187
CR-ZMANUAL,10700.625
EOS2DR,10699.703703703704
COMPASSBASE,10674.666666666666
FITAUTOMATIC,10661.967320261438
AVENGERSE,10639.798650168728
IMPALA,10639.095238095239
QUEST4DR,10628.510869565218
YARISSEDAN,10623.5
CARGO,10619.49152542373
LEGACY4DR,10592.44578313253
FX45AWD,10590.5
DARTAERO,10586.628571428571
COMPASS4WD,10578.335548172758
TIGUANAWD,10567.681318681318
ESCALADE4DR,10563.159292035398
ROGUEAWD,10556.263418662262
TRIBECALIMITED,10553.6
FITSPORT,10550.549520766774
3000GT2DR,10537.4
WRANGLERSE,10495.833333333334
S803.0L,10495.0
TAURUSPOLICE,10495.0
200TOURING,10489.12661498708
COMPASS70TH,10489.0
E-CLASS3.5L,10488.0
Z4ROADSTER,10485.214814814815
SONICSEDAN,10482.177240026162
CUBES,10481.958333333334
ELANTRAGLS,10476.417085427136
C302DR,10464.386363636364
YARISL,10464.057471264368
NITRO4WD,10462.813813813815
LEGACYGT,10426.307692307691
ARMADALE,10423.823529411764
C-CLASSC55,10385.333333333334
INSIGHTLX,10380.617647058823
COLORADO2WD,10378.680672268907
ROUTAN4DR,10371.662721893492
MALIBU2LZ,10340.166666666666
TRAILBLAZER4WD,10329.043307086615
500LOUNGE,10320.131313131313
NITROR/T,10297.055555555555
SX4HATCHBACK,10293.333333333334
MALIBU1LZ,10243.65909090909
LIBERTYSPORT,10231.252631578947
RIOSEDAN,10209.600591715976
SONATA4DR,10205.748735693373
SPARK,10203.060606060606
SEQUOIA4DR,10190.5
LACROSSE4DR,10177.105532786885
BORREGOEX,10166.333333333334
COMMANDERRWD,10157.782608695652
CIVIC2DR,10156.432432432432
VELOSTER3DR,10126.18152866242
V704DR,10117.921052631578
TC2DR,10115.47238095238
SORENTOBASE,10107.115384615385
IMPREZAOUTBACK,10079.434782608696
DARTRALLYE,10075.492063492064
IQ10TH,10065.333333333334
PATRIOT4WD,10057.822085889571
R-CLASSR500,10056.083333333334
YARIS3-DOOR,10027.19512195122
COMMANDERSPORT,10023.814285714287
MOUNTAINEERAWD,10021.68918918919
CL-CLASSCL500,10005.575757575758
FIESTASE,10002.387614678899
ACCENTGLS,10000.820235756386
I-3504DR,10000.0
MAXIMA,9999.0
VERACRUZGLS,9999.0
FORTE2DR,9999.0
PRIUS5DR,9997.91264367816
SUBURBAN2500,9997.0
ECLIPSEAUTO,9995.176470588236
F-350REG,9995.0
ODYSSEYODYSSEY,9991.0
NITRO2WD,9983.799019607843
NITROSXT,9968.7
RIO5-DOOR,9965.268965517242
ROGUEFWD,9954.329211746523
ACCENTGS,9952.231213872832
OPTIMA4DR,9926.835211267606
FIESTASEDAN,9923.497502497503
MALIBU1FL,9918.2
S804DR,9913.03804347826
RANGER2WD,9910.738955823294
M35BASE,9899.75
REGAL4DR,9893.545722713865
INSIGHTEX,9884.191489361701
500TURBO,9877.651162790698
AZERA4DR,9874.042056074766
VEHICROSS2DR,9872.25
ELEMENT2WD,9868.616279069767
ENVOY4WD,9865.14406779661
M35SPORT,9862.727272727272
A42DR,9857.042253521127
COMPASSFWD,9856.613924050633
DAKOTA2WD,9847.566091954022
M35X,9845.777777777777
RSXTYPE-S,9843.925925925925
DURANGO4WD,9827.72463768116
F-150,9819.756756756757
NITROSE,9809.85
FUSIONSEL,9803.41489361702
TC,9800.0
DTS4DR,9786.684848484849
INSIGHTBASE,9766.1
CAMRY4DR,9759.737507906388
OUTBACK,9757.152941176471
EDGEAWD,9751.014705882353
ESCAPEHYBRID,9730.446808510638
EXPLORERRWD,9729.955555555556
HIGHLANDER2WD,9713.742857142857
TAHOE4DR,9711.71193415638
